fg_id,fg_name,role,fg_last,fg_first,bbm_id,bbm_last,bbm_first,yh_id,yh_last,yh_first,yh_team,yh_pos,howe_id,cbs_id,bam_id
sa547908,Eury Cantalizo,pit,Cantalizo,Eury,,,,,,,,,,,
sa547910,Delvis Morales,bat,Morales,Delvis,,,,,,,,,,,
sa547912,Webster Rivas,bat,Rivas,Webster,,,,,,,,,,,
sa547914,Luigi Rodriguez,bat,Rodriguez,Luigi,,,,,,,,,RODRIGUEZ19921113A,,593444
sa547916,Leonardo Castillo,bat,Castillo,Leonardo,,,,,,,,,,,
sa547917,Alexis Paredes,pit,Paredes,Alexis,,,,,,,,,,,
sa547921,Aldo Montes,pit,Montes,Aldo,,,,,,,,,,,
sa547928,Josmar Cordero,bat,Cordero,Josmar,,,,,,,,,,,
sa547944,Luis Villegas,bat,Villegas,Luis,,,,,,,,,VILLEGAS19921202A,,593522
sa547946,Jose Giron,bat,Giron,Jose,,,,,,,,,,,
sa547970,Yonki Hernandez,bat,Hernandez,Yonki,,,,,,,,,,,
sa547972,Jose Pena,bat,Pena,Jose,,,,,,,,,,,
sa547974,Juan De Leon,bat,De Leon,Juan,,,,,,,,,,,
sa547982,Estarlyn Morales,bat,Morales,Estarlyn,,,,,,,,,,,
sa547983,Noe Berroa,bat,Berroa,Noe,,,,,,,,,,,
sa547985,Rockny Martinez,bat,Martinez,Rockny,,,,,,,,,,,
sa547986,Roderick Bernadina,bat,Bernadina,Roderick,,,,,,,,,,,
sa547987,Manuel Hernandez,bat,Hernandez,Manuel,,,,,,,,,,,
sa547988,Junior Boni,bat,Boni,Junior,,,,,,,,,,,
sa547991,Junior Taveras,bat,Taveras,Junior,,,,,,,,,,,
sa547992,Alexander Mercedes,bat,Mercedes,Alexander,,,,,,,,,,,
sa547994,Cesar Galvez,bat,Galvez,Cesar,,,,,,,,,,,
sa547996,Rosell Herrera,bat,Herrera,Rosell,,,,9569,Herrera,Rosell,,SS,HERRERA19921016A,2090427,594011
sa548003,Jose Briceno,bat,Briceno,Jose,,,,,,,,,,,
sa548015,Jose Guzman,pit,Guzman,Jose,,,,,,,,,,,
sa548016,Yeison Asencio,bat,Asencio,Yeison,8423,Asencio,Yeison,,,,,,ALCANTARA19921120A,,593772
sa548017,Fabel Filpo,bat,Filpo,Fabel,,,,,,,,,,,
sa548021,Christopher Garia,bat,Garia,Christopher,,,,,,,,,,,
sa548025,Belarmino Campos,bat,Campos,Belarmino,,,,,,,,,,,
sa548027,Santo Perez,pit,Perez,Santo,,,,,,,,,,,
sa548029,Erick Salcedo,bat,Salcedo,Erick,,,,,,,,,,,
sa548036,Narciso Mesa,bat,Mesa,Narciso,,,,,,,,,,,
sa548037,Jean Carlos Valdez,bat,Valdez,Jean Carlos,,,,,,,,,,,
sa548039,Silvio Medina,pit,Medina,Silvio,,,,,,,,,,,
sa548041,Wander Suero,pit,Suero,Wander,,,,,,,,,SUERO19910915A,,593833
sa548046,Byron Capellan,bat,Capellan,Byron,,,,,,,,,,,
sa548047,Oswill Lartiguez,bat,Lartiguez,Oswill,,,,,,,,,,,
sa548048,Gabriel Lino,bat,Lino,Gabriel,,,,,,,,,,,
sa548049,Miguel Chalas,pit,Chalas,Miguel,,,,,,,,,CHALAS19920627A,,593439
sa548051,Cristhofer Martinez,bat,Martinez,Cristhofer,,,,,,,,,,,
sa548052,Gabriel Quintana,bat,Quintana,Gabriel,,,,,,,,,,,
sa548053,Luis Tejada,bat,Tejada,Luis,,,,,,,,,,,
sa548055,Pedro Ruiz,bat,Ruiz,Pedro,,,,,,,,,,,
sa548056,William Castillo,bat,Castillo,William,,,,,,,,,,,
sa548057,Wagner Mateo,bat,Mateo,Wagner,,,,,,,,,,,
sa548058,Maximo Sosa,bat,Sosa,Maximo,,,,,,,,,,,
sa548061,Yoimer Camacho,pit,Camacho,Yoimer,,,,,,,,,,,
sa548065,Jesus Loya,bat,Loya,Jesus,,,,,,,,,,,
sa548066,David Sopilka,bat,Sopilka,David,,,,,,,,,,,
sa548067,Roberto Duncan,bat,Duncan,Roberto,,,,,,,,,,,
sa548070,Pedro Reyes,pit,Reyes,Pedro,,,,,,,,,,,
sa548071,Eladio Moronta,bat,Moronta,Eladio,,,,,,,,,,,
sa548072,Jose Javier,bat,Javier,Jose,,,,,,,,,,,
sa548074,Sandy Brito,bat,Brito,Sandy,,,,,,,,,,,
sa548078,Orlando Caxito,bat,Caxito,Orlando,,,,,,,,,,,
sa548079,Pedro Gonzalez,bat,Gonzalez,Pedro,,,,,,,,,,,
sa548084,Anthony Chavez,bat,Chavez,Anthony,,,,,,,,,,,
sa548085,Yeixon Ruiz,bat,Ruiz,Yeixon,,,,,,,,,,,
sa548086,Luis Polanco,bat,Polanco,Luis,,,,,,,,,,,
sa548089,Adonis Pacheco,bat,Pacheco,Adonis,,,,,,,,,,,
sa548098,Abdiel Velasquez,pit,Velasquez,Abdiel,,,,,,,,,,,
sa548099,Victor Araujo,pit,Araujo,Victor,,,,,,,,,ARAUJO19891109A,,593624
sa548102,Iago Januario,bat,Januario,Iago,,,,,,,,,,,
sa548104,Samuel Crafort,bat,Crafort,Samuel,,,,,,,,,,,
sa548109,Luis Mendez,bat,Mendez,Luis,,,,,,,,,,,
sa548110,Diego Cedeno,bat,Cedeno,Diego,,,,,,,,,,,
sa548111,Victor Payano,pit,Payano,Victor,,,,,,,,,PAYANO19921017A,,593633
sa548115,Octavio Acosta,pit,Acosta,Octavio,,,,,,,,,,,
sa548125,Victor De Leon,pit,De Leon,Victor,,,,,,,,,,,
sa548133,Elias Villasana,pit,Villasana,Elias,,,,,,,,,,,
sa548134,Javier Vargas,pit,Vargas,Javier,,,,,,,,,,,
sa548162,Peter Tago,pit,Tago,Peter,,,,,,,,,TAGO19920705A,,547185
sa548166,Drew Vettleson,bat,Vettleson,Drew,,,,,,,,,,,
sa548170,Taylor Lindsey,bat,Lindsey,Taylor,,,,9888,Lindsey,Taylor,,2B,LINDSEY19911202A,1757979,592506
sa548175,Matthew Lipka,bat,Lipka,Matthew,,,,,,,,,,,
sa548177,Jake Skole,bat,Skole,Jake,,,,,,,,,,,
sa548179,Chevy Clarke,bat,Clarke,Chevy,,,,,,,,,,,
sa548181,Hayden Simpson,pit,Simpson,Hayden,,,,,,,,,,,
sa548183,Josh Sale,bat,Sale,Josh,,,,,,,,,,,
sa548186,Jesse Biddle,pit,Biddle,Jesse,,,,9608,Biddle,Jesse,,SP,BIDDLE19911022A,1757993,592145
sa548187,Kolbrin Vitek,bat,Vitek,Kolbrin,,,,,,,,,,,
sa548189,Kellin Deglan,bat,Deglan,Kellin,,,,,,,,,,,
sa548192,Stetson Allie,bat,Allie,Stetson,,,,,,,,,ALLIE19910313A,,592105
sa548193,Rick Hague,bat,Hague,Rick,,,,,,,,,,,
sa548194,Mel Rojas Jr.,bat,Rojas Jr.,Mel,,,,,,,,,,,
sa548196,Michael Antonio,bat,Antonio,Michael,,,,,,,,,,,
sa548199,Robby Rowland,pit,Rowland,Robby,,,,,,,,,ROWLAND19911215A,,592700
sa548202,Blake Forsythe,bat,Forsythe,Blake,,,,,,,,,,,
sa548216,Zack Cates,pit,Cates,Zack,,,,,,,,,,,
sa548218,Aaron Shipman,bat,Shipman,Aaron,,,,,,,,,,,
sa548221,Christopher Hawkins,bat,Hawkins,Christopher,,,,,,,,,,,
sa548235,J.R. Bradley,pit,Bradley,J.R.,,,,,,,,,BRADLEY19920609A,,592161
sa548243,Yordy Cabrera,bat,Cabrera,Yordy,,,,,,,,,,,
sa548247,Griffin Murphy,pit,Murphy,Griffin,,,,,,,,,,,
sa548249,Joe Leonard,bat,Leonard,Joe,,,,,,,,,,,
sa548254,Jordan Akins,bat,Akins,Jordan,,,,,,,,,,,
sa548258,Reggie Golden,bat,Golden,Reggie,,,,,,,,,,,
sa548259,Carter Jurica,bat,Jurica,Carter,,,,,,,,,,,
sa548261,Marcus Littlewood,bat,Littlewood,Marcus,,,,,,,,,,,
sa548265,Kellen Sweeney,bat,Sweeney,Kellen,,,,,,,,,,,
sa548268,Sean Coyle,bat,Coyle,Sean,,,,,,,,,COYLE19920117A,1957200,592231
sa548269,Wendell Soto,bat,Soto,Wendell,,,,,,,,,,,
sa548270,Cody Buckel,pit,Buckel,Cody,8387,Buckel,Cody,9328,Buckel,Cody,TEX,SP,BUCKEL19920618A,,547182
sa548277,Ralston Cash,pit,Cash,Ralston,,,,,,,,,CASH19910820A,,592203
sa548279,Angelo Gumbs,bat,Gumbs,Angelo,,,,,,,,,,,
sa548285,Nick Kingham,pit,Kingham,Nick,,,,9614,Kingham,Nick,,SP,KINGHAM19911108A,2076843,592468
sa548287,Chad Lewis,bat,Lewis,Chad,,,,,,,,,,,
sa548294,Austin Wood,pit,Wood,Austin,,,,,,,,,,,
sa548296,David Filak,pit,Filak,David,,,,,,,,,,,
sa548305,Russell Wilson,bat,Wilson,Russell,,,,,,,,,,,
sa548307,James Baldwin,bat,Baldwin,James,,,,,,,,,,,
sa548314,Justin O'Conner,bat,O'Conner,Justin,,,,10149,O'Conner,Justin,,C,OCONNER19920331A,1757990,592604
sa548315,Cito Culver,bat,Culver,Cito,,,,,,,,,,,
sa548321,Dixon Anderson,pit,Anderson,Dixon,,,,,,,,,,,
sa548324,Nicholas Bartolone,bat,Bartolone,Nicholas,,,,,,,,,,,
sa548326,Blake Perry,pit,Perry,Blake,,,,,,,,,PERRY19920203A,,594959
sa548330,Jason Martinson,bat,Martinson,Jason,,,,,,,,,,,
sa548331,Connor Narron,bat,Narron,Connor,,,,,,,,,,,
sa548332,Jason Adam,pit,Adam,Jason,,,,,,,,,,,
sa548333,Drew Cisco,pit,Cisco,Drew,,,,,,,,,,,
sa548334,Cody Wheeler,pit,Wheeler,Cody,,,,,,,,,WHEELER19890819A,,574850
sa548335,Rangel Ravelo,bat,Ravelo,Rangel,,,,,,,,,RAVELO19920424A,2159730,592660
sa548337,Christian Carmichael,bat,Carmichael,Christian,,,,,,,,,,,
sa548341,Ben Heath,bat,Heath,Ben,,,,,,,,,,,
sa548345,Jared Simon,bat,Simon,Jared,,,,,,,,,,,
sa548346,Gauntlett Eldemire,bat,Eldemire,Gauntlett,,,,,,,,,,,
sa548348,Kendrick Perkins,bat,Perkins,Kendrick,,,,,,,,,,,
sa548349,Brian Diemer,pit,Diemer,Brian,,,,,,,,,,,
sa548350,Gabe Encinas,pit,Encinas,Gabe,,,,,,,,,,,
sa548351,Dickie Thon,bat,Thon,Dickie,,,,,,,,,,,
sa548352,Wes Mugarian,pit,Mugarian,Wes,,,,,,,,,,,
sa548353,Matthew Miller,pit,Miller,Matthew,,,,,,,,,,,
sa548354,Ian Kendall,pit,Kendall,Ian,,,,,,,,,KENDALL19911111A,,592461
sa548356,Matt Bywater,pit,Bywater,Matt,,,,,,,,,,,
sa548357,Robbie Aviles,pit,Aviles,Robbie,,,,,,,,,AVILES19911217A,,592125
sa548358,Jeffrey Shields,pit,Shields,Jeffrey,,,,,,,,,,,
sa548359,Roberto Pena,bat,Pena,Roberto,,,,,,,,,,,
sa548382,Jose Amezcua,pit,Amezcua,Jose,,,,,,,,,,,
sa548384,Benjamin Wells,pit,Wells,Benjamin,,,,,,,,,,,
sa548391,Matthew Hauser,pit,Hauser,Matthew,,,,,,,,,,,
sa548399,Charles Jones,bat,Jones,Charles,,,,,,,,,,,
sa548430,Wynston Sawyer,bat,Sawyer,Wynston,,,,,,,,,,,
sa548431,Alex Burgos,pit,Burgos,Alex,,,,,,,,,BURGOS19901201A,,548183
sa548432,Nate Roberts,bat,Roberts,Nate,,,,,,,,,,,
sa548434,Alex Lavisky,bat,Lavisky,Alex,,,,,,,,,,,
sa548435,Tyler Green,pit,Green,Tyler,,,,,,,,,,,
sa548440,Henry Ramos,bat,Ramos,Henry,,,,,,,,,RAMOS19920415A,,592656
sa548441,Jesus Valdez,bat,Valdez,Jesus,,,,,,,,,,,
sa548443,Jose Dore,bat,Dore,Jose,,,,,,,,,,,
sa548444,Blake Hassebrock,pit,Hassebrock,Blake,,,,,,,,,,,
sa548448,Thomas Shirley,pit,Shirley,Thomas,,,,,,,,,SHIRLEY19881111A,,592739
sa548449,A.J. Kirby-Jones,bat,Kirby-Jones,A.J.,,,,,,,,,,,
sa548454,Jake Depew,bat,Depew,Jake,,,,,,,,,,,
sa548456,David Rohm,bat,Rohm,David,,,,,,,,,,,
sa548457,Zack Osborne,pit,Osborne,Zack,,,,,,,,,,,
sa548460,Christopher Lofton,bat,Lofton,Christopher,,,,,,,,,,,
sa548461,Brenton Allen,bat,Allen,Brenton,,,,,,,,,,,
sa548462,Steve Domecus,bat,Domecus,Steve,,,,,,,,,,,
sa548463,Tyler Barnette,pit,Barnette,Tyler,,,,,,,,,BARNETTE19920528A,,592132
sa548464,Andrew Heid,bat,Heid,Andrew,,,,,,,,,,,
sa548466,Zack Weiss,pit,Weiss,Zack,,,,,,,,,WEISS19920616A,,592848
sa548468,Clayton Schrader,pit,Schrader,Clayton,,,,,,,,,,,
sa548469,Logan Ehlers,pit,Ehlers,Logan,,,,,,,,,,,
sa548470,David Vidal,bat,Vidal,David,,,,,,,,,,,
sa548473,Kawika Emsley-Pai,bat,Emsley-Pai,Kawika,,,,,,,,,,,
sa548475,Evan Grills,pit,Grills,Evan,,,,,,,,,GRILLS19920613A,,592361
sa548477,Joshua Bowman,pit,Bowman,Joshua,,,,,,,,,,,
sa548481,Deshun Dixon,bat,Dixon,Deshun,,,,,,,,,,,
sa548483,JaDamion Williams,bat,Williams,JaDamion,,,,,,,,,,,
sa548490,Brett Tanos,bat,Tanos,Brett,,,,,,,,,,,
sa548492,Jacob Dahlstrand,pit,Dahlstrand,Jacob,,,,,,,,,DAHLSTRAN19920326A,,592242
sa548548,Patrick Leyland,bat,Leyland,Patrick,,,,,,,,,,,
sa548549,Kurt Fleming,bat,Fleming,Kurt,,,,,,,,,,,
sa548551,Joe Staley,bat,Staley,Joe,,,,,,,,,,,
sa548552,Stephen Malcolm,bat,Malcolm,Stephen,,,,,,,,,,,
sa548553,Neil Holland,pit,Holland,Neil,,,,,,,,,,,
sa548554,Alonzo Gonzalez,pit,Gonzalez,Alonzo,,,,,,,,,GONZALEZ19920115A,,623362
sa548555,Alex Mcclure,bat,Mcclure,Alex,,,,,,,,,,,
sa548556,Hunter Jones,bat,,,,,,,,,,,,,
sa548638,Fernando Pujadas,bat,Pujadas,Fernando,,,,,,,,,,,
sa548641,Miguel Leal,bat,Leal,Miguel,,,,,,,,,,,
sa548643,Robinson Torres,bat,Torres,Robinson,,,,,,,,,,,
sa548718,Jose Arias,pit,Arias,Jose,,,,,,,,,ARIAS19910117A,,593507
sa548930,Austin Hubbard,pit,Hubbard,Austin,,,,,,,,,,,
sa549069,Wade Kirkland,bat,Kirkland,Wade,,,,,,,,,,,
sa549070,Shane Opitz,bat,Opitz,Shane,,,,,,,,,,,
sa549071,James Mcdonald,bat,Mcdonald,James,,,,,,,,,,,
sa549076,Christopher Hanna,pit,Hanna,Christopher,,,,,,,,,,,
sa549079,Benjamin Freeman,pit,Freeman,Benjamin,,,,,,,,,,,
sa549082,Lucas Leblanc,bat,Leblanc,Lucas,,,,,,,,,,,
sa549087,Riley Hornback,bat,Hornback,Riley,,,,,,,,,,,
sa549088,Daniel Hernandez,pit,Hernandez,Daniel,,,,,,,,,,,
sa549089,Blake Cooper,pit,Cooper,Blake,,,,,,,,,COOPER19880330A,,594788
sa549090,Bret Mitchell,pit,Mitchell,Bret,,,,,,,,,,,
sa549091,Andrew Robinson,pit,Robinson,Andrew,,,,,,,,,ROBINSON19880213A,,572082
sa549092,Christopher Franklin,pit,Franklin,Christopher,,,,,,,,,,,
sa549098,Austin Reed,pit,Reed,Austin,,,,,,,,,,,
sa549099,Phil Wunderlich,bat,Wunderlich,Phil,,,,,,,,,,,
sa549102,Barrett Kleinknecht,bat,Kleinknecht,Barrett,,,,,,,,,,,
sa549103,Austin Wilson,bat,Wilson,Austin,,,,,,,,,WILSON19920207A,,592868
sa549105,Tyler Knigge,pit,Knigge,Tyler,,,,,,,,,KNIGGE19881027A,,592471
sa549109,Christopher Kirsch,pit,Kirsch,Christopher,,,,,,,,,,,
sa549111,Jeremy Nowak,bat,Nowak,Jeremy,,,,,,,,,,,
sa549113,Kevin Ziomek,pit,Ziomek,Kevin,,,,,,,,,ZIOMEK19920321A,,592895
sa549116,Ulises Montilla,bat,Montilla,Ulises,,,,,,,,,,,
sa549118,Lucas O'Rear,pit,O'Rear,Lucas,,,,,,,,,,,
sa549119,Michael Mosby,bat,Mosby,Michael,,,,,,,,,,,
sa549120,Ty Linton,bat,Linton,Ty,,,,,,,,,,,
sa549122,Jordan Scott,bat,Scott,Jordan,,,,,,,,,,,
sa549123,J.C. Menna,pit,Menna,J.C.,,,,,,,,,,,
sa549124,Dayton Marze,pit,Marze,Dayton,,,,,,,,,,,
sa549125,Michael Blanke,bat,Blanke,Michael,,,,,,,,,,,
sa549126,Mike Walker,bat,Walker,Mike,,,,,,,,,,,
sa549134,Jose Figuereo,pit,Figuereo,Jose,,,,,,,,,,,
sa549138,Taylor Reid,pit,Reid,Taylor,,,,,,,,,,,
sa549139,Chace Numata,bat,Numata,Chace,,,,,,,,,,,
sa549144,Drew Maggi,bat,Maggi,Drew,,,,,,,,,,,
sa549145,Joe Oliveira,bat,Oliveira,Joe,,,,,,,,,,,
sa549148,Sean Dwyer,bat,Dwyer,Sean,,,,,,,,,,,
sa549168,Michael Polk,bat,Polk,Michael,,,,,,,,,,,
sa549171,Kentrell Dewitt,bat,Dewitt,Kentrell,,,,,,,,,,,
sa549174,Jesse Bosnik,bat,Bosnik,Jesse,,,,,,,,,,,
sa549175,Keith Couch,pit,Couch,Keith,,,,,,,,,COUCH19891105A,,592228
sa549177,Bryant George,pit,George,Bryant,,,,,,,,,,,
sa549182,Brandon Henderson,pit,Henderson,Brandon,,,,,,,,,,,
sa549183,Mario Alcantara,pit,Alcantara,Mario,,,,,,,,,ALCANTARA19921227A,,593416
sa549185,Chadwick Kaalekahi,pit,Kaalekahi,Chadwick,,,,,,,,,,,
sa549186,Robertson Valdez,bat,Valdez,Robertson,,,,,,,,,,,
sa549187,Corey Brownsten,bat,Brownsten,Corey,,,,,,,,,,,
sa549189,Miguel Ferreras,pit,Ferreras,Miguel,,,,,,,,,FERRERAS19910919A,,593690
sa549192,Ronald Bueno,bat,Bueno,Ronald,,,,,,,,,,,
sa549199,Vianney Mayo,pit,Mayo,Vianney,,,,,,,,,,,
sa549200,Ryan Rodebaugh,pit,Rodebaugh,Ryan,,,,,,,,,RODEBAUGH19890330A,,592687
sa549201,Ryan Fisher,bat,Fisher,Ryan,,,,,,,,,,,
sa549202,William Swanner,bat,Swanner,William,,,,,,,,,,,
sa549204,Jossiel Martinez,pit,Martinez,Jossiel,,,,,,,,,,,
sa549205,Jackson Mateo,pit,Mateo,Jackson,,,,,,,,,,,
sa549206,Angel Rojas,bat,Rojas,Angel,,,,,,,,,,,
sa549208,Victor Ovalles,bat,Ovalles,Victor,,,,,,,,,,,
sa549213,Matthew Curry,bat,Curry,Matthew,,,,,,,,,,,
sa549215,Charles Byrne,pit,Byrne,Charles,,,,,,,,,,,
sa549217,Ryan Fraser,pit,Fraser,Ryan,,,,,,,,,,,
sa549224,Ronard Castillo,bat,Castillo,Ronard,,,,,,,,,,,
sa549225,Hansel De Los Santos,pit,De Los Santos,Hansel,,,,,,,,,,,
sa549228,Rodolfo Penalo,bat,Penalo,Rodolfo,,,,,,,,,,,
sa549252,Edward Mccray,pit,Mccray,Edward,,,,,,,,,,,
sa549254,Jordan Shipers,pit,Shipers,Jordan,,,,,,,,,SHIPERS19910627A,,592737
sa549259,Austin Fleet,pit,Fleet,Austin,,,,,,,,,FLEET19870417A,,488878
sa549263,Evan Rutckyj,pit,Rutckyj,Evan,,,,,,,,,RUTCKYJ19920131A,2211465,592709
sa549265,Ryan Hafner,pit,Hafner,Ryan,,,,,,,,,HAFNER19911122A,,594846
sa549266,David Richardson,pit,Richardson,David,,,,,,,,,RICHARDSO19910131A,,594976
sa549270,Aaron Siliga,bat,Siliga,Aaron,,,,,,,,,,,
sa549271,Derek Eitel,pit,Eitel,Derek,,,,,,,,,EITEL19871121A,,594811
sa549272,Tyler Burnett,bat,Burnett,Tyler,,,,,,,,,,,
sa549273,Wesley Cunningham,bat,Cunningham,Wesley,,,,,,,,,,,
sa549274,Drew Tyson,pit,Tyson,Drew,,,,,,,,,,,
sa549276,Brent Peterson,bat,Peterson,Brent,,,,,,,,,,,
sa549280,Stefan Sabol,bat,Sabol,Stefan,,,,,,,,,,,
sa549283,Zachary Neal,pit,Neal,Zachary,,,,,,,,,,,
sa549286,Ryan Casteel,bat,Casteel,Ryan,,,,,,,,,CASTEEL19910606A,,592205
sa549287,Logan Bawcom,pit,Bawcom,Logan,,,,,,,,,BAWCOM19881102A,,594747
sa549289,Kevin Moesquit,bat,Moesquit,Kevin,,,,,,,,,,,
sa549292,Chase Lyles,bat,Lyles,Chase,,,,,,,,,,,
sa549293,Kelson Brown,bat,Brown,Kelson,,,,,,,,,,,
sa549296,Hamilton Bennett,pit,Bennett,Hamilton,,,,,,,,,,,
sa549299,Daniel Adamson,bat,Adamson,Daniel,,,,,,,,,,,
sa549302,Adam Melker,bat,Melker,Adam,,,,,,,,,,,
sa549303,Stephen Mcquail,bat,Mcquail,Stephen,,,,,,,,,,,
sa549308,Wade Moore,bat,Moore,Wade,,,,,,,,,,,
sa549310,Chris Winder,bat,Winder,Chris,,,,,,,,,,,
sa549311,Austin Knight,bat,Knight,Austin,,,,,,,,,,,
sa549312,Michael Rooney,bat,Rooney,Michael,,,,,,,,,,,
sa549319,Jimmy Jacquot,bat,Jacquot,Jimmy,,,,,,,,,,,
sa549321,Michael Fabiaschi,bat,Fabiaschi,Michael,,,,,,,,,,,
sa549322,Kyung-Min Na,bat,Na,Kyung-Min,,,,,,,,,,,
sa549323,Daniel Meeley,bat,Meeley,Daniel,,,,,,,,,,,
sa549324,Yazy Arbelo,bat,Arbelo,Yazy,,,,,,,,,,,
sa549325,Jimmy Comerota,bat,Comerota,Jimmy,,,,,,,,,,,
sa549344,Justin Miller,bat,Miller,Justin,,,,,,,,,,,
sa549348,Hunter Carnevale,pit,Carnevale,Hunter,,,,,,,,,,,
sa549351,Shawn Teufel,pit,Teufel,Shawn,,,,,,,,,,,
sa549352,Craige Lyerly,bat,Lyerly,Craige,,,,,,,,,,,
sa549355,Jonathan Burnette,bat,Burnette,Jonathan,,,,,,,,,,,
sa549360,Robert Anston,bat,Anston,Robert,,,,,,,,,,,
sa549361,Jeff Arnold,bat,Arnold,Jeff,,,,,,,,,,,
sa549365,Oscar Garcia,bat,Garcia,Oscar,,,,,,,,,,,
sa549369,Albertin Chavez,bat,Chavez,Albertin,,,,,,,,,,,
sa549374,Sebastian Vader,pit,Vader,Sebastian,,,,,,,,,VADER19920603A,,592820
sa549382,Robert Maddox,bat,Maddox,Robert,,,,,,,,,,,
sa549384,Willy Kesler,pit,Kesler,Willy,,,,,,,,,,,
sa549392,Boone Whiting,pit,Whiting,Boone,,,,,,,,,WHITING19890820A,,595031
sa549397,Kevin Jacob,pit,Jacob,Kevin,,,,,,,,,,,
sa549398,Omar Renteria,bat,Renteria,Omar,,,,,,,,,,,
sa549425,Aaron Dudley,bat,Dudley,Aaron,,,,,,,,,,,
sa549427,Alfredo Lopez,bat,Lopez,Alfredo,,,,,,,,,,,
sa549441,Rowan Wick,bat,Wick,Rowan,,,,,,,,,WICK19921109A,,592858
sa549447,Chad Oberacker,bat,Oberacker,Chad,,,,,,,,,,,
sa549449,Daniel Palka,bat,Palka,Daniel,,,,10528,,,,OF/1B,PALKA19911028A,,594953
sa549450,Benjamin Carhart,bat,Carhart,Benjamin,,,,,,,,,,,
sa549451,Eric Jaffe,pit,Jaffe,Eric,,,,,,,,,,,
sa549455,Cameron Conner,bat,Conner,Cameron,,,,,,,,,,,
sa549458,Chris Berset,bat,Berset,Chris,,,,,,,,,,,
sa549461,Matthew Bischoff,pit,Bischoff,Matthew,,,,,,,,,,,
sa549462,Forrest Snow,pit,Snow,Forrest,,,,,,,,,SNOW19881230A,,519296
sa549463,Yao-Lin Wang,pit,Wang,Yao-Lin,,,,,,,,,,,
sa549464,Joseph Zeller,pit,Zeller,Joseph,,,,,,,,,,,
sa549467,Tyler White,pit,White,Tyler,,,,,,,,,,,
sa549480,Trevor Martin,bat,Martin,Trevor,,,,,,,,,,,
sa549483,Kevin Walter,pit,Walter,Kevin,,,,,,,,,WALTER19920501A,,595024
sa549485,Roderick Shoulders,bat,Shoulders,Roderick,,,,,,,,,,,
sa549486,Kevin Johnson,pit,Johnson,Kevin,,,,,,,,,JOHNSON19910405A,,571821
sa549488,Michael Liberto,bat,Liberto,Michael,,,,,,,,,,,
sa549489,Owen Dew,pit,Dew,Owen,,,,,,,,,,,
sa549493,Chris Marlowe,pit,Marlowe,Chris,,,,,,,,,,,
sa549495,Tyler Jones,pit,Jones,Tyler,,,,,,,,,JONES19890905A,,592448
sa549499,Luke Guarnaccia,bat,Guarnaccia,Luke,,,,,,,,,,,
sa549500,William Beckwith,bat,Beckwith,William,,,,,,,,,,,
sa549502,Zachary Arneson,pit,Arneson,Zachary,,,,,,,,,,,
sa549503,Chris Giovinazzo,bat,Giovinazzo,Chris,,,,,,,,,,,
sa549511,Chris Petrini,pit,Petrini,Chris,,,,,,,,,,,
sa549515,Ryan Query,bat,Query,Ryan,,,,,,,,,,,
sa549517,Cameron Selik,pit,Selik,Cameron,,,,,,,,,,,
sa549520,Andy Fermin,bat,Fermin,Andy,,,,,,,,,,,
sa549522,Jeremy Erben,pit,Erben,Jeremy,,,,,,,,,,,
sa549523,Pierce Rankin,bat,Rankin,Pierce,,,,,,,,,,,
sa549524,Brandon Brown,bat,Brown,Brandon,,,,,,,,,,,
sa549525,Bryan Longpre,pit,Longpre,Bryan,,,,,,,,,,,
sa549526,Brandon Berl,pit,Berl,Brandon,,,,,,,,,,,
sa549527,Aaron Westlake,bat,Westlake,Aaron,,,,,,,,,,,
sa549538,Jose Vinicio,bat,Vinicio,Jose,,,,,,,,,,,
sa549540,James Kang,bat,Kang,James,,,,,,,,,,,
sa549541,Sergio Gomez,pit,Gomez,Sergio,,,,,,,,,,,
sa549549,Kevin Mort,bat,Mort,Kevin,,,,,,,,,,,
sa549556,Fu-Lin Kuo,bat,Kuo,Fu-Lin,,,,,,,,,,,
sa549558,Viosergy Rosa,bat,Rosa,Viosergy,,,,,,,,,ROSA19900616A,,594983
sa549565,Jonathan Musser,pit,Musser,Jonathan,,,,,,,,,,,
sa549566,Noel Cuevas,bat,Cuevas,Noel,,,,,,,,,,,
sa549568,Gary Mitchell,bat,Mitchell,Gary,,,,,,,,,,,
sa549571,Stephen Landazuri,pit,Landazuri,Stephen,,,,,,,,,LANDAZURI19920106A,,592485
sa549576,Robert Haney,bat,Haney,Robert,,,,,,,,,,,
sa549577,Steven Ramos,bat,Ramos,Steven,,,,,,,,,,,
sa549579,Trace Tam Sing,bat,,,,,,,,,,,,,
sa549584,Tyler Clark,pit,Clark,Tyler,,,,,,,,,,,
sa549585,Brennan Smith,pit,Smith,Brennan,,,,,,,,,SMITH19890804A,,592759
sa549593,Matt Johnson,pit,Johnson,Matt,,,,,,,,,,,
sa549594,John Whitaker,bat,Whitaker,John,,,,,,,,,,,
sa549596,Zhi Fang Pan,bat,Pan,Zhi Fang,,,,,,,,,,,
sa549597,Michael Earley,bat,Earley,Michael,,,,,,,,,,,
sa549598,Chris Jarrett,bat,Jarrett,Chris,,,,,,,,,,,
sa549599,Eric Groff,bat,Groff,Eric,,,,,,,,,,,
sa549600,Reggie Keen,bat,Keen,Reggie,,,,,,,,,,,
